,nbti,like,think,people,one,know,really,would,thing,time,get,link,feel,type,make,much,well,say,friend,love,way,want,good,see,something,also,lot,go,even,always,life,someone,could,never,though,year,find,thought,need,infp,actually,extraverted
3914,ENTP,7,3,3,12,11,3,2,7,3,3,0,4,1,5,1,4,3,12,1,10,4,0,6,0,2,5,15,3,7,2,3,1,2,3,0,3,1,0,4,2,extraverted
3915,INTP,8,5,5,6,2,2,0,5,2,2,0,3,1,3,1,3,5,2,0,4,2,1,4,2,1,1,11,0,0,0,0,1,1,0,2,0,0,1,0,1,introverted
3916,ISFP,1,6,2,6,1,1,3,5,3,4,8,6,7,1,0,0,0,0,0,1,1,3,6,1,2,1,4,1,0,0,3,2,2,1,1,1,0,1,5,0,introverted
3917,ENTP,11,9,11,11,5,10,2,17,10,12,1,8,2,6,3,0,0,3,4,9,3,5,4,7,0,7,17,8,2,3,1,0,2,8,1,7,3,3,1,2,extraverted
3918,ISTP,15,2,4,8,5,3,3,4,2,4,4,0,10,1,0,1,4,0,4,5,3,2,6,1,2,3,13,3,3,0,3,5,0,2,1,2,1,0,0,0,introverted
3919,ENTP,13,5,6,8,4,1,7,5,0,2,0,1,1,1,2,3,7,0,0,5,1,2,13,0,0,0,8,3,2,1,2,0,0,1,0,0,0,0,9,0,extraverted
3920,ENFJ,8,21,10,10,8,4,6,6,3,8,0,6,7,2,6,10,5,3,2,6,1,2,6,2,2,5,7,2,2,2,2,1,0,9,0,5,0,2,1,1,extraverted
3921,ENFP,23,9,9,13,3,10,4,6,6,15,5,10,1,4,3,2,6,5,3,11,1,3,1,3,2,10,12,4,7,0,1,1,4,3,1,0,0,0,1,2,extraverted
3922,ENFP,11,4,5,8,5,4,2,7,4,6,0,1,3,5,3,2,0,3,11,4,1,2,6,1,1,3,13,4,2,0,1,1,0,4,0,0,1,3,3,1,extraverted
3923,ENTP,7,4,8,15,6,10,4,15,1,10,4,5,2,1,2,3,2,1,4,5,2,1,1,10,1,3,8,3,2,3,8,3,2,3,0,1,1,0,0,1,extraverted
3924,ISTJ,12,4,2,7,12,1,2,5,7,5,3,3,5,3,4,2,7,2,0,1,2,2,8,2,1,3,11,0,1,0,1,2,2,4,0,2,3,3,0,0,introverted
3925,ENTJ,7,3,3,7,5,0,3,6,5,6,2,7,1,1,4,2,1,4,0,3,2,3,6,3,1,1,12,3,2,0,2,0,1,1,1,1,0,2,0,4,extraverted
3926,ENTP,4,14,8,5,5,2,5,11,6,8,1,6,2,2,3,5,4,4,3,0,3,4,4,1,2,1,12,4,0,1,0,1,5,6,4,1,3,0,1,0,extraverted
3927,INTP,8,7,14,10,8,9,2,7,1,6,0,10,5,0,0,3,2,1,1,3,2,1,9,1,3,4,3,3,3,1,3,2,3,2,2,2,0,1,0,2,introverted
3928,INFP,12,13,16,3,6,5,5,6,1,3,7,1,1,4,1,0,2,1,13,3,3,2,6,0,6,4,8,1,1,5,1,4,0,3,0,1,3,1,0,0,introverted
3929,ENFJ,11,5,5,11,1,7,3,8,4,5,14,4,1,4,5,5,6,2,1,8,2,3,2,1,1,3,13,0,1,1,2,2,0,3,0,1,0,2,2,1,extraverted
3930,INFJ,14,8,3,17,8,5,2,5,8,6,1,6,1,1,5,3,7,3,1,10,2,0,8,1,1,5,9,7,5,2,2,3,5,4,5,3,1,4,0,1,introverted
3931,INFP,9,13,6,22,7,10,2,4,6,9,0,8,3,6,1,2,5,5,8,6,4,3,7,2,1,2,11,6,3,2,5,1,3,3,0,0,0,0,12,1,introverted
3932,ENFP,24,5,6,9,4,4,4,12,6,6,0,4,2,5,6,7,3,1,2,4,8,3,13,1,6,5,11,5,2,4,4,2,1,7,1,3,3,3,2,1,extraverted
3933,ENFP,13,14,7,13,4,3,5,5,8,7,1,7,4,3,3,1,4,2,3,10,3,10,3,2,6,8,26,4,1,2,3,0,1,6,1,6,2,2,0,5,extraverted
3934,INFJ,8,1,1,3,4,1,1,6,4,2,12,3,3,0,0,3,2,0,1,1,1,1,1,3,0,2,4,1,0,0,0,0,0,0,2,0,0,1,0,2,introverted
3935,ENFP,3,7,3,12,5,9,1,9,3,1,0,5,11,2,2,6,3,2,4,3,2,0,18,1,2,1,1,3,0,3,1,4,0,4,0,2,4,1,6,2,extraverted
3936,ISTJ,28,4,1,16,17,0,5,16,6,5,0,1,4,3,0,2,5,6,2,3,4,4,6,3,4,4,13,5,1,1,3,3,7,1,1,2,0,3,4,0,introverted
3937,INFJ,6,7,6,9,3,0,5,8,16,8,1,1,0,1,4,4,2,1,0,2,3,1,3,0,1,1,13,2,1,2,0,3,1,3,1,3,1,2,0,0,introverted
3938,ISTP,7,6,5,16,8,1,2,8,3,9,0,3,2,1,0,3,4,1,1,5,0,2,7,2,3,1,9,5,2,0,1,1,1,5,0,1,1,1,1,1,introverted
3939,ESFJ,10,11,4,18,9,10,5,16,5,11,0,3,7,2,5,1,2,3,13,5,3,5,3,7,2,2,17,2,1,2,1,1,2,7,0,3,4,0,0,1,extraverted
3940,INFJ,10,8,2,14,9,3,4,15,2,7,0,1,2,3,2,5,2,4,8,7,2,2,7,2,3,2,8,5,1,0,4,5,1,8,0,1,4,1,0,0,introverted
3941,INFJ,11,18,16,9,4,9,5,9,11,12,1,2,5,1,6,3,11,6,2,12,7,4,7,3,3,3,16,2,5,4,1,0,2,3,0,5,3,3,5,2,introverted
3942,INFJ,3,1,2,2,0,0,3,0,0,1,0,3,0,0,0,0,0,0,2,1,0,2,2,0,0,0,7,1,0,1,0,1,0,0,1,1,0,0,7,0,introverted
3943,INTJ,18,17,1,13,9,6,11,5,3,3,6,3,3,3,1,3,3,4,1,4,2,2,1,2,2,2,18,2,1,1,1,1,3,9,1,1,5,1,0,2,introverted
3944,ISTP,15,8,6,15,6,6,6,13,5,5,0,6,6,0,1,6,4,3,1,7,7,5,3,3,2,5,23,5,5,4,4,3,1,9,0,8,6,0,0,3,introverted
3945,INFJ,11,6,4,7,6,5,6,15,3,4,0,2,5,3,2,2,3,0,1,10,2,2,6,5,2,2,5,1,4,1,1,3,4,4,1,1,0,2,0,2,introverted
3946,ENFP,23,10,11,15,8,6,3,10,9,5,0,4,2,5,1,17,8,7,4,10,3,3,8,1,10,5,15,5,6,2,0,6,3,3,1,0,2,0,0,0,extraverted
3947,INFJ,14,4,10,8,4,9,1,8,6,9,0,4,0,7,3,3,8,8,10,8,3,2,5,2,2,2,8,2,3,7,0,2,3,9,1,2,0,1,0,1,introverted
3948,INFP,5,0,4,6,1,1,1,0,5,1,19,1,0,0,2,0,0,0,4,1,2,1,2,0,1,0,10,1,1,3,0,0,2,2,1,2,0,1,0,0,introverted
3949,ENFP,6,7,8,12,6,6,2,15,8,10,1,5,3,2,4,3,1,5,1,15,0,3,4,3,0,5,10,3,4,5,4,2,2,7,2,1,3,4,1,2,extraverted
3950,INFP,14,18,19,15,16,3,4,13,6,7,0,14,6,5,3,8,6,7,4,12,7,2,3,1,2,3,14,2,3,0,3,0,2,4,2,0,3,5,0,1,introverted
3951,INTP,2,2,3,9,4,2,1,8,5,2,0,2,2,2,3,0,3,1,2,3,0,2,2,2,1,1,7,3,2,1,4,0,2,3,0,0,2,0,0,0,introverted
3952,INFP,16,10,7,8,5,3,1,6,9,5,4,6,2,2,10,1,4,7,4,8,4,5,3,3,1,2,15,3,5,2,1,0,2,5,4,0,2,4,11,1,introverted
3953,INTJ,19,11,10,10,4,1,14,9,7,11,1,3,5,7,2,4,10,0,5,1,3,2,5,4,3,14,14,0,1,3,1,2,2,4,0,3,3,2,0,4,introverted
3954,INTP,11,15,4,3,8,7,0,11,5,10,6,1,0,2,2,6,1,1,2,10,2,0,8,3,7,4,9,4,2,1,0,0,2,3,1,3,1,2,6,3,introverted
3955,ISFP,11,10,9,17,11,9,10,13,4,10,1,6,9,3,3,1,3,3,5,2,5,1,13,5,3,3,4,3,2,4,3,2,6,6,0,3,4,2,6,2,introverted
3956,ISFJ,14,3,4,12,3,6,10,9,6,7,4,6,2,2,6,3,2,3,3,3,2,8,4,1,3,0,12,2,2,0,2,1,0,6,2,0,2,0,0,0,introverted
3957,INFP,14,9,6,22,9,4,5,15,19,13,0,5,8,2,3,3,0,4,6,3,4,1,6,2,4,3,5,4,1,3,1,0,1,7,0,1,0,3,12,2,introverted
3958,INFJ,1,5,5,15,5,4,1,9,5,2,7,7,0,2,3,1,4,5,2,4,1,1,1,2,1,1,5,2,3,1,3,3,0,2,2,3,1,2,0,0,introverted
3959,INTJ,4,7,6,16,3,5,7,5,4,10,1,1,5,2,3,5,3,4,4,13,4,1,8,2,1,3,15,1,6,1,4,5,4,5,0,2,1,3,0,1,introverted
3960,INFP,13,14,9,18,8,10,6,13,9,12,1,3,6,0,3,10,6,8,1,13,2,1,8,2,0,3,14,0,8,2,1,0,3,5,14,5,2,2,14,3,introverted
3961,ENFP,14,9,4,13,10,3,5,6,5,3,1,10,14,2,3,7,3,0,3,6,1,0,12,0,6,4,11,3,1,0,3,3,0,5,1,3,4,1,0,3,extraverted
3962,ESTJ,16,11,9,30,11,15,8,20,12,11,0,9,2,5,2,5,5,24,3,9,7,4,1,7,6,4,9,4,4,2,5,5,2,4,4,2,1,3,2,7,extraverted
3963,ISFJ,12,18,8,11,2,8,12,16,5,3,2,9,8,2,6,4,0,1,5,5,1,1,4,2,4,3,3,4,2,1,1,1,3,4,0,6,3,5,1,0,introverted
3964,ENFP,8,5,4,8,6,0,1,6,8,5,6,6,4,0,1,1,5,0,2,6,6,1,4,1,1,1,5,4,2,1,1,3,3,3,0,2,2,1,0,0,extraverted
3965,INTJ,7,4,4,6,1,2,5,4,2,3,1,1,1,0,4,1,2,2,0,5,2,2,7,2,1,0,7,3,1,1,0,0,0,2,2,0,0,3,0,0,introverted
3966,ISFP,19,4,4,14,2,1,3,11,5,2,0,5,1,2,1,3,4,1,4,5,2,2,4,3,3,2,10,3,2,4,3,0,0,0,0,3,0,0,1,1,introverted
3967,INFJ,10,4,4,9,4,2,2,4,4,1,4,2,3,2,0,0,2,2,3,4,2,2,2,0,0,1,12,2,1,1,1,0,1,5,3,2,4,2,4,2,introverted
3968,INTP,8,11,6,18,1,2,2,8,8,1,5,6,0,6,4,5,5,0,1,10,4,2,9,0,2,3,9,2,2,2,4,6,4,2,1,6,2,1,0,2,introverted
3969,ENTJ,13,4,1,10,2,3,15,9,6,4,0,3,13,5,6,1,5,1,1,8,5,7,12,3,6,2,15,1,3,5,2,1,5,3,7,5,2,2,1,1,extraverted
3970,INTP,2,7,6,5,12,1,7,3,8,7,0,0,2,3,0,2,8,0,0,2,4,5,0,1,2,3,9,2,1,0,0,0,3,4,0,0,3,3,0,0,introverted
3971,ISFJ,15,5,7,13,3,14,5,7,10,10,2,8,4,2,6,1,4,7,4,6,1,1,5,1,6,3,15,4,4,1,2,1,5,10,5,4,3,0,7,4,introverted
3972,INTJ,12,11,8,13,6,2,6,9,5,1,7,4,0,4,3,3,2,5,3,4,3,5,8,3,2,1,8,5,1,4,5,4,6,3,0,5,1,1,0,1,introverted
3973,ENTJ,8,5,2,2,4,0,2,6,2,4,2,1,4,3,2,1,1,0,0,3,5,8,6,1,2,1,11,1,2,0,0,3,1,1,0,1,1,2,4,0,extraverted
3974,INFP,5,4,2,5,2,6,2,10,4,4,4,1,0,3,1,4,3,0,3,8,1,3,4,3,4,1,11,2,4,0,0,0,1,4,3,1,0,0,1,1,introverted
3975,INFJ,4,1,7,8,13,0,1,12,1,5,0,1,3,2,3,0,0,0,1,7,3,0,2,2,1,1,2,1,4,4,1,1,1,0,1,2,0,4,0,0,introverted
3976,INFJ,3,2,2,4,1,0,2,2,4,3,0,0,2,1,2,3,0,0,2,3,0,2,6,1,1,1,5,1,2,3,0,0,1,2,0,1,0,0,1,0,introverted
3977,INFP,6,3,1,5,2,2,3,2,3,4,19,2,1,1,1,1,1,5,6,4,3,2,3,0,1,3,6,4,1,2,1,1,6,4,4,2,2,1,2,1,introverted
3978,INTJ,3,7,7,16,1,0,8,11,11,6,1,5,2,3,4,6,0,1,1,5,1,2,7,3,0,3,12,4,2,0,3,3,0,3,1,1,0,2,0,1,introverted
3979,INFJ,7,4,3,12,8,5,2,7,3,5,2,3,4,1,1,4,2,1,1,6,1,1,7,1,1,2,5,5,3,1,2,3,2,7,2,0,6,2,1,3,introverted
3980,INFP,17,8,10,13,8,7,8,8,13,8,1,5,7,10,5,6,6,8,4,13,2,5,5,1,2,2,20,2,5,1,1,5,1,5,2,0,4,3,11,4,introverted
3981,INFJ,8,10,0,8,6,4,2,10,8,3,0,7,3,7,3,8,3,6,0,5,1,1,6,1,0,1,8,2,1,0,0,1,2,4,2,2,2,1,1,2,introverted
3982,INFJ,10,15,2,6,3,4,1,10,7,4,2,2,1,2,2,5,1,0,4,6,4,1,5,5,0,1,4,2,1,4,2,0,1,2,1,0,1,1,0,2,introverted
3983,ENFP,11,13,12,16,11,3,12,16,11,8,0,10,6,10,4,7,6,9,5,18,9,6,1,3,3,4,10,5,6,2,3,2,4,4,0,1,2,3,5,2,extraverted
3984,ENTJ,4,3,5,2,0,3,1,2,3,1,10,2,7,3,0,1,2,1,0,2,1,4,4,0,0,0,5,1,2,0,0,0,0,1,0,0,1,0,0,0,extraverted
3985,INTP,5,5,7,18,10,7,5,9,9,5,0,9,1,2,3,1,1,13,2,8,2,0,2,1,2,4,12,2,6,0,4,3,0,6,3,1,3,3,1,2,introverted
3986,ENTP,6,3,3,10,5,6,5,4,4,4,0,3,6,7,1,0,3,8,4,3,1,4,8,1,3,6,10,0,1,0,0,0,3,4,3,1,1,0,2,3,extraverted
3987,INTJ,3,4,5,15,2,0,3,6,4,2,6,1,2,1,1,3,5,2,0,6,4,5,2,0,3,1,12,1,1,5,1,2,1,0,0,0,0,0,0,2,introverted
3988,INFP,5,11,4,11,6,1,2,8,6,7,2,5,7,2,6,2,2,9,6,8,6,0,10,1,1,4,3,3,3,1,1,3,2,6,3,2,2,2,1,2,introverted
3989,INTP,5,3,9,12,8,2,4,7,7,7,3,6,1,1,7,2,4,0,2,1,6,1,3,2,0,3,2,3,0,1,0,1,0,1,1,0,1,1,0,0,introverted
3990,INFJ,12,8,7,15,6,3,3,12,7,4,3,3,5,5,1,0,2,8,3,18,3,1,20,9,3,2,10,2,6,1,4,2,3,8,5,4,3,0,1,8,introverted
3991,INFJ,3,2,3,2,3,0,0,5,5,1,1,1,0,1,0,1,0,0,1,1,0,1,2,1,0,0,4,2,0,1,0,0,1,2,2,1,1,0,0,2,introverted
3992,INFJ,8,12,11,12,6,7,5,9,8,8,2,10,3,3,4,3,3,1,2,10,2,2,4,2,10,3,11,1,5,0,3,0,0,3,0,1,2,2,0,2,introverted
3993,ENFP,5,5,4,9,8,3,2,4,3,5,0,1,4,7,1,3,1,11,2,4,7,9,1,1,0,5,17,2,3,4,0,0,0,2,2,0,2,1,0,0,extraverted
3994,INTP,6,8,2,6,7,8,4,14,3,3,3,2,1,5,6,3,3,6,1,15,5,3,7,5,1,5,11,4,7,1,0,3,3,3,1,6,0,1,1,0,introverted
3995,ISTP,3,6,1,9,3,3,1,6,4,3,20,0,1,2,0,0,0,0,0,2,0,0,4,2,0,0,7,1,1,1,3,1,1,1,1,0,0,1,0,1,introverted
3996,INTJ,3,3,3,7,1,0,6,3,2,2,22,1,1,0,1,2,2,2,2,4,1,1,2,2,1,1,7,0,3,0,1,1,2,5,1,1,5,1,1,0,introverted
3997,ISTP,10,5,7,19,4,2,2,9,2,5,5,4,14,2,2,4,8,2,3,8,1,1,8,4,3,2,8,4,4,1,3,2,5,5,1,0,4,0,2,3,introverted
3998,INTJ,6,8,5,11,4,2,10,8,3,2,2,3,3,2,3,0,1,0,0,2,3,1,3,3,0,0,2,3,1,0,1,0,1,0,1,2,0,2,0,0,introverted
3999,INTJ,10,3,5,15,7,4,3,13,2,2,5,6,1,5,3,2,3,8,1,7,2,2,5,2,2,2,11,2,1,6,0,1,1,2,5,1,0,5,0,1,introverted
4000,INFP,8,8,3,12,2,8,2,8,7,8,2,3,0,3,7,7,1,6,3,5,5,2,2,1,4,4,18,1,1,1,2,2,2,2,1,1,0,2,2,0,introverted
4001,ESFP,11,4,5,16,4,1,7,11,2,9,1,0,5,3,3,2,3,2,3,4,5,1,7,1,2,2,4,2,1,0,6,0,4,2,0,0,2,0,0,0,extraverted
4002,INTP,8,4,3,5,1,3,5,2,1,3,0,0,5,2,1,4,3,3,0,6,1,2,6,1,5,1,6,1,2,1,0,3,1,4,0,0,0,0,0,1,introverted
4003,ESTP,6,2,9,10,6,0,4,6,2,10,1,3,2,3,2,4,6,7,1,7,5,5,13,2,3,2,11,1,5,1,2,1,3,4,1,3,1,5,1,0,extraverted
4004,INTJ,8,3,5,12,5,1,3,13,4,9,0,5,0,2,1,3,3,2,5,5,2,4,5,0,1,1,8,0,1,4,4,3,1,3,1,4,2,2,0,3,introverted
4005,INTJ,6,5,4,16,5,7,6,1,3,4,7,0,5,0,2,2,6,6,4,10,2,3,2,0,4,5,13,0,5,2,3,2,3,4,2,0,0,1,0,0,introverted
4006,INFP,14,14,17,17,18,16,2,19,8,11,0,12,13,4,3,6,5,0,2,11,0,4,15,3,4,6,12,5,3,1,2,5,3,11,0,1,4,0,5,1,introverted
4007,INFJ,2,4,4,9,1,7,5,6,5,3,23,4,2,3,0,0,0,5,1,0,2,2,4,2,0,1,6,0,0,1,2,1,1,0,1,0,0,0,1,0,introverted
4008,INFP,8,4,3,8,3,2,9,4,8,3,2,4,5,4,0,1,0,0,3,5,1,6,4,3,0,1,12,0,1,2,1,2,2,1,3,1,0,2,4,0,introverted
4009,INFP,7,17,5,7,6,3,6,5,12,7,6,6,3,5,3,6,1,0,2,9,9,6,7,3,2,0,9,5,2,0,2,1,2,4,0,2,4,1,3,2,introverted
4010,INTP,12,8,16,11,6,6,1,15,10,6,0,2,1,2,5,4,0,3,3,6,1,4,8,4,2,4,12,4,3,1,1,0,0,4,1,1,2,1,2,2,introverted
4011,ISTJ,8,4,6,6,3,3,4,8,4,3,0,2,4,4,0,0,6,0,0,4,0,2,7,1,1,1,8,2,0,0,0,1,1,3,0,2,1,0,1,3,introverted
4012,ENTP,4,2,2,5,1,1,1,3,3,3,0,1,1,2,0,4,0,0,1,1,1,0,3,1,0,0,6,1,0,2,2,0,0,1,0,1,0,1,0,1,extraverted
4013,ENTP,14,1,1,6,0,1,0,2,1,2,10,3,14,0,1,0,0,0,4,1,0,0,1,1,3,1,3,1,0,0,0,1,0,0,2,2,0,1,2,1,extraverted
4014,INFP,5,5,2,12,3,5,9,7,9,11,2,3,2,4,4,2,6,5,3,8,3,1,8,0,1,1,9,6,2,1,2,1,4,2,0,1,1,1,4,0,introverted
4015,ENTP,15,5,2,16,6,1,2,13,4,1,3,4,5,2,8,1,2,0,3,11,2,3,5,2,3,1,18,0,3,1,1,0,1,1,2,2,0,1,0,1,extraverted
4016,ISTJ,3,4,4,7,1,2,2,13,2,8,5,2,3,1,1,4,7,1,0,4,3,3,4,1,1,1,8,2,0,1,0,0,1,1,1,2,0,1,1,0,introverted
4017,INTP,6,1,2,6,3,0,2,5,2,2,7,0,2,0,2,2,3,2,2,2,0,3,1,2,2,0,8,2,2,0,0,0,5,4,1,0,1,1,0,1,introverted
4018,INFJ,3,5,6,14,6,4,3,10,3,4,19,5,4,1,3,4,5,0,12,6,1,2,7,3,5,0,9,2,3,3,2,1,2,4,0,1,2,0,1,0,introverted
4019,ESFJ,4,3,2,12,2,4,5,3,3,0,1,5,6,4,6,4,2,2,4,6,2,2,7,2,5,7,8,4,4,2,3,2,0,7,3,5,1,0,1,0,extraverted
4020,INTJ,12,8,7,18,2,1,10,20,7,1,0,5,4,1,2,1,5,1,4,7,3,0,6,6,2,1,5,2,1,2,1,3,3,1,1,3,0,1,0,0,introverted
4021,INTP,11,13,11,15,4,4,4,12,6,5,0,6,6,4,2,6,8,1,3,15,2,4,5,2,0,1,14,1,8,5,3,2,0,0,2,3,0,12,0,2,introverted
4022,ENFP,7,9,4,12,2,3,4,7,2,7,7,6,14,4,3,5,3,0,2,6,3,4,9,1,1,0,11,0,1,2,2,0,1,4,1,1,2,0,0,1,extraverted
4023,INFP,8,9,12,21,8,2,8,14,8,6,2,4,2,7,3,4,7,1,4,5,0,3,5,3,3,2,12,1,1,0,4,5,2,3,3,7,0,3,6,1,introverted
4024,INTP,18,5,2,11,4,1,9,4,7,3,8,1,0,1,0,1,1,1,1,6,2,1,1,1,4,2,12,1,3,1,2,0,2,4,8,1,2,1,0,0,introverted
4025,INTP,8,1,3,7,2,3,3,6,2,1,15,3,5,3,0,4,3,2,1,4,2,0,6,0,3,1,5,2,1,1,0,0,2,1,0,0,1,1,3,0,introverted
4026,INTP,14,7,3,20,4,5,6,15,6,2,0,5,2,3,6,3,7,3,4,6,0,2,9,4,5,2,11,3,0,3,0,5,4,5,2,2,3,0,3,3,introverted
4027,ENTP,4,5,11,9,0,1,1,5,5,3,0,5,1,2,1,0,2,2,3,4,4,0,3,1,1,2,10,2,1,3,0,1,2,1,2,1,0,1,0,1,extraverted
4028,INFJ,4,5,3,9,3,1,2,10,0,1,4,1,2,2,3,2,2,1,1,4,2,4,9,2,0,3,13,5,1,1,1,0,0,2,0,1,2,1,0,0,introverted
4029,ENFP,13,10,10,16,2,11,12,9,11,2,1,12,4,4,5,5,5,0,9,7,14,4,9,4,7,1,12,1,6,2,7,3,4,5,3,3,1,0,0,1,extraverted
4030,INFP,4,1,4,8,2,4,0,10,9,5,1,6,2,2,0,1,0,2,1,3,0,1,3,2,1,0,4,3,1,4,1,1,0,1,0,1,1,0,0,2,introverted
4031,INFJ,15,15,15,17,7,8,5,9,9,3,0,10,7,4,6,4,2,5,2,12,4,3,11,0,1,3,11,3,5,0,1,4,4,2,0,3,1,1,3,2,introverted
4032,INFP,8,4,7,20,2,3,9,11,4,2,4,5,9,4,3,2,6,8,4,4,4,0,2,5,3,1,8,0,2,3,2,2,3,4,4,2,2,2,13,1,introverted
4033,ENTJ,12,17,9,13,7,1,11,19,4,8,0,4,1,5,5,2,5,0,2,9,3,7,4,2,1,1,12,1,4,3,5,1,0,5,0,5,2,1,0,0,extraverted
4034,INFP,11,7,6,19,3,7,2,11,7,4,6,5,3,1,7,2,5,4,1,17,4,3,4,1,4,5,18,3,8,2,0,1,3,7,2,0,6,2,2,1,introverted
4035,ENTP,3,3,0,10,10,0,1,7,5,3,9,1,2,2,2,2,4,0,3,5,6,2,4,5,0,1,7,0,2,3,2,3,1,6,0,0,4,1,0,0,extraverted
4036,ISTP,4,5,3,9,8,3,3,9,7,14,3,2,3,7,6,2,4,5,9,7,4,3,5,2,2,1,14,9,1,3,2,1,5,3,3,0,2,3,0,3,introverted
4037,INFP,10,5,4,10,3,2,5,11,6,6,1,13,3,2,3,0,2,3,1,5,6,1,2,1,0,2,10,1,2,0,0,0,3,9,3,2,6,3,4,1,introverted
4038,ENTP,5,8,3,11,4,3,0,4,6,5,0,4,4,5,3,2,3,3,3,2,1,1,6,0,0,1,12,2,0,3,3,5,0,2,5,3,1,0,3,3,extraverted
4039,INFP,3,2,3,6,5,4,0,3,1,0,0,2,8,2,2,3,0,2,4,3,0,1,7,0,8,2,6,0,1,0,1,1,0,3,0,0,1,1,6,0,introverted
4040,ENFP,16,16,5,17,9,6,8,9,3,1,0,2,12,2,7,5,2,4,1,2,1,4,11,2,5,3,14,3,0,4,3,2,2,7,1,0,4,3,0,3,extraverted
4041,ISFP,14,6,13,14,7,4,1,7,4,2,3,9,9,9,3,0,1,0,0,6,1,2,13,4,1,2,8,4,4,4,2,1,3,5,2,0,4,3,3,2,introverted
4042,ENFP,13,13,5,2,5,12,1,5,7,5,1,7,11,6,1,6,2,3,1,8,5,0,5,1,2,5,11,1,2,2,0,1,3,2,0,1,0,1,1,1,extraverted
4043,INFP,14,6,6,9,5,4,1,3,4,2,12,3,3,4,3,1,3,2,10,5,4,6,4,1,4,0,17,3,1,2,3,1,2,5,0,1,2,2,2,4,introverted
4044,ENFP,1,0,10,8,0,1,3,5,2,5,0,1,0,3,1,1,1,8,2,5,1,1,2,3,0,0,5,0,0,0,0,0,2,2,5,1,2,0,0,2,extraverted
4045,INFP,6,10,5,13,3,2,5,5,1,8,9,5,1,2,1,2,3,4,0,0,6,2,7,2,4,2,9,5,0,4,1,3,2,4,1,3,2,4,0,3,introverted
4046,INFP,28,18,10,21,7,2,8,11,12,4,1,11,2,2,2,4,4,5,17,10,5,4,3,3,0,1,10,1,6,6,4,2,5,2,0,4,1,0,3,0,introverted
4047,ENFP,4,3,0,31,5,0,0,11,4,1,6,2,5,4,2,3,1,0,4,1,2,0,1,0,2,0,1,2,1,0,0,1,2,3,0,0,2,0,1,0,extraverted
4048,ISTJ,15,7,2,3,5,0,6,2,2,3,3,3,4,0,0,4,6,2,0,3,1,2,1,1,2,0,10,0,0,0,0,4,0,1,0,0,0,2,0,0,introverted
4049,ISFJ,8,7,6,6,3,6,7,6,8,13,0,1,3,6,3,1,2,5,1,1,2,1,4,1,1,1,19,2,0,0,2,2,1,3,2,2,0,3,0,1,introverted
4050,INTJ,12,3,10,13,5,6,1,8,3,4,0,3,1,4,0,0,3,6,3,3,10,3,5,3,2,2,8,2,1,5,3,0,3,2,0,1,0,0,0,0,introverted
4051,INTJ,8,3,7,14,3,5,7,11,2,6,1,2,3,3,3,1,5,8,1,5,5,4,9,2,1,2,10,2,0,1,3,0,5,7,1,1,0,2,3,2,introverted
4052,INFP,10,10,7,19,5,10,8,10,8,7,1,9,4,5,3,3,6,6,3,1,4,3,13,3,3,5,16,0,1,1,5,0,4,6,4,3,2,2,10,0,introverted
4053,ENTP,3,9,5,11,9,1,0,16,5,5,3,5,3,0,1,2,0,3,6,5,6,5,1,5,3,2,17,1,0,0,0,1,1,6,1,4,3,2,0,0,extraverted
4054,INTP,6,2,3,20,8,7,2,7,8,4,2,2,2,3,4,3,1,2,7,5,3,3,1,3,1,2,16,4,2,2,0,2,1,4,4,2,1,0,5,1,introverted
4055,INFP,9,2,5,11,7,5,0,12,8,4,3,10,0,1,6,4,0,4,12,7,2,0,5,4,2,3,13,5,1,2,1,3,3,7,3,2,4,1,5,4,introverted
4056,INTJ,8,4,8,8,3,3,4,4,6,15,5,2,0,6,0,1,0,1,1,3,4,0,0,2,0,0,11,2,0,1,2,2,1,0,2,0,0,1,0,0,introverted
4057,ENFJ,13,4,7,11,7,2,1,14,5,11,4,8,3,4,5,0,2,6,5,4,3,3,7,3,4,7,11,1,1,1,1,0,1,4,4,0,2,0,1,1,extraverted
4058,INTP,22,13,3,17,5,4,2,15,10,7,1,7,2,3,2,4,3,6,0,7,6,2,3,3,3,9,12,3,2,3,3,1,0,3,1,7,2,2,2,1,introverted
4059,ISFP,9,8,5,6,8,2,0,5,0,1,2,8,4,2,1,1,0,2,1,3,2,2,2,1,0,2,7,0,0,3,2,0,1,2,1,2,2,0,0,0,introverted
4060,ISTJ,7,9,4,16,13,2,17,10,16,5,0,7,1,5,4,5,4,7,8,6,7,3,9,2,1,4,9,0,1,1,4,5,0,6,3,1,2,5,0,2,introverted
4061,ENFP,7,0,2,8,0,1,2,10,6,7,0,3,1,0,0,1,2,1,1,5,0,0,4,1,1,2,7,2,1,3,2,1,0,2,0,1,0,0,0,1,extraverted
4062,ESTJ,4,12,6,10,6,6,4,13,1,12,1,4,2,3,2,7,6,5,7,6,4,2,2,6,1,1,4,2,1,2,1,0,1,2,1,0,0,8,1,2,extraverted
4063,INFJ,2,0,4,4,0,0,1,5,1,3,8,4,1,2,2,0,1,0,2,2,2,0,2,3,0,0,0,0,0,1,3,1,0,2,1,1,1,1,3,0,introverted
